240296041,-73.99292,40.737667
12849534,-74.005005,40.723274
116651532,-74.913681,40.661335
185143466,-87.679085,41.902996
127388242,-87.679085,41.902996
641329,-87.679085,41.902996
27726782,-74.04084,40.721287
221731477,-117.260445,32.934032
185396143,-122.69576,45.566265
180631072,-9.129445,38.766148
77782532,-90.251007,38.634541
252524699,-87.647125,41.871822
80081622,-122.396645,37.787601
216908859,-77.784653,39.462109
232021784,-82.369987,34.82452
77782532,-90.251007,38.634541
2380035,-122.676468,45.52623
12813439,-122.403595,37.773296
204474878,-118.148956,34.147236
251338321,-73.91041,40.803368
244353016,-80.144737,26.128353
141965972,-97.749687,30.26639
3808606,-69.965328,43.914524
95398662,-104.882111,39.553204
9322011,-74.010658,40.712723
204474878,-118.148956,34.147236
230131639,-122.402344,37.796318
223642423,-74.232414,40.793407
232021784,-82.369987,34.82452
95398662,-104.882111,39.553204
223642423,-74.232414,40.793407
46073502,-74.005424,40.72338
12849534,-74.005005,40.723274
193853448,-71.076317,42.370167
239870101,-87.636513,41.888378
121696912,-111.995445,33.630119
51111672,-119.731071,39.410179
2427426,-83.762306,42.174984
198123988,-118.378548,33.887474
191016275,-81.441414,41.087112
8504995,-86.810692,35.950672
195396513,-112.074036,33.448376
244161215,-85.74184,38.273655
195396513,-105.084969,39.6698
230734029,-71.373138,41.689144
141965972,-97.749687,30.26639
227374525,-92.392899,34.744652
222981893,-86.738594,36.242054
8985805,-79.99684,40.430214
250930831,-97.798584,30.214754
252524699,-87.647125,41.871822
180742852,-78.872231,43.05307
215510695,-95.993744,36.159386
191016275,-81.441414,41.087112
34902112,-96.851809,32.805766
213140254,-78.898621,35.994034
215510695,-95.993744,36.159386
237790376,-81.814598,26.207239
241625799,-80.745201,35.306747
186005279,-74.35715,41.138172
640298,-87.723518,41.917652
251396604,-81.867134,26.644293
252526325,-82.655212,28.04789
244161215,-85.74184,38.273655
241625799,-80.745201,35.306747
184639153,-77.006071,38.885621
60688542,-84.386414,39.371346
251396604,-81.867134,26.644293
249593584,-121.20802,38.72288
217373541,-117.252678,32.738838
249593584,-121.20802,38.72288
8467509,-96.721748,32.89658
184639153,-77.006071,38.885621
237790376,-81.814598,26.207239
185791031,-93.049957,44.888718
199628908,-120.570122,38.725811
180631072,-122.365944,47.639568
141185772,-82.804329,27.934349
249682235,-121.917511,37.328533
247351490,-77.05127,38.9039
12994267,-104.769478,39.54855
38551302,-96.815796,33.110672
234975160,-110.797969,32.259667
11062132,-118.15683,34.116005
160613522,-118.236275,34.044617
10164174,-118.191216,33.769318
206220338,-76.734764,38.942646
237790376,-81.814598,26.207239
251674390,-112.100327,33.30302
194682461,-105.278542,40.014515
224503736,-104.99931,39.74776
7111207,-77.030312,38.902973
24545742,-79.917282,40.45797
206220338,-76.734764,38.942646
16474581,-118.37249,34.074154
59504212,-75.185113,39.951928
16474581,-118.37249,34.074154
212427144,-121.978554,37.395073
212427144,-121.978554,37.395073
233219143,-117.680275,33.770866
12994267,-104.769478,39.54855
198123988,-118.389221,33.923645
213448244,-122.57,37.98
93424622,-122.35047,47.65034
190433052,-122.04313,37.33706
59504212,-75.185113,39.951928
77782532,-90.423187,38.701786
35276872,-89.349747,43.100014
77782532,-90.423187,38.701786
199628908,-120.94445,39.281582
239083165,-71.10251,42.367077
7512747,-97.124916,33.214043
250730188,-117.155182,32.824833
48145772,-87.590844,41.787891
48537282,-121.89917,37.433113
251180749,-77.09845,38.757542
140524882,-96.792282,32.815983
230734029,-71.440002,41.700001
250730188,-117.155182,32.824833
118226112,-118.237518,34.056118
242855182,0.0,0.0
198389400,-95.778465,29.737478
141185772,-82.804329,27.934349
203612599,-77.463074,37.53677
48145772,-87.590844,41.787891
248016633,-71.421173,41.836872
189235727,-73.991058,40.721016
146542812,-81.381256,28.540941
198123988,-118.389221,33.923645
251180749,-77.09845,38.757542
48537282,-122.419244,37.762445
153028482,-120.9935,37.643139
248016633,-71.421173,41.836872
185559848,-90.671362,38.718465
249807202,-122.798401,38.043976
24545742,-79.917282,40.45797
250029630,-84.590413,39.298013
224704192,-77.026085,38.990665
3258134,-80.146584,25.747538
216908859,-77.191236,38.875991
80202102,-79.017853,35.940002
107108082,-88.009247,41.796326
2884706,-88.218269,41.755379
252093880,-88.218269,41.755379
69597062,-69.965328,43.914524
4041538,-70.654854,42.615234
252449431,-77.22274,38.815788
193416900,-73.968056,40.761932
223118427,-81.807495,26.131556
195527378,-73.968056,40.761932
252527480,-106.560921,35.177597
216908859,-77.191236,38.875991
103758212,-74.183235,42.270706
71177432,-122.439697,37.760605
70905452,-121.406174,38.410458
101619582,-95.39728,29.79472
211618761,-76.896637,39.164036
190219867,-73.989998,40.75
183471042,-81.531815,30.246962
245594476,-122.394073,37.79546
211618761,-76.896637,39.164036
189390121,-74.00609,40.7294
107108082,-88.009247,41.796326
245594476,-122.394073,37.79546
195527378,-73.968056,40.761932
48285252,-73.968056,40.761932
227574906,-72.60688,41.830864
193416900,-73.968056,40.761932
11967479,-73.991821,40.768696
198123988,-118.389221,33.923645
3208282,-112.046738,33.509232
2884706,-88.218269,41.755379
13173883,-89.511032,43.060558
190219867,-73.989998,40.75
250634430,-81.526191,30.258003
48489502,-122.394981,37.793407
230678459,-119.34444,46.299862
3208282,-112.046738,33.509232
58881672,-117.169998,32.720001
6916564,0.0,0.0
91849832,-111.709999,33.470001
246696421,-95.381233,29.74391
230678459,-119.34444,46.299862
246169281,-82.71226,27.787218
196793936,-123.112381,44.065872
241551791,-117.787567,33.743252
245594476,-122.394073,37.79546
11195074,-73.96955,40.759155
193791166,-123.006531,38.536907
252521658,-83.049881,42.33564
249386902,-84.330002,33.77
227574906,-72.502734,41.759905
91849832,-111.709999,33.470001
33304372,-82.632317,27.77034
13577265,-83.091545,40.14925
217361500,-122.752014,45.394764
13863125,-70.193459,41.740345
202809131,-105.253044,40.000046
23422441,-75.479851,38.525249
24279382,-122.368385,47.626064
58881672,-117.234016,32.877056
218114844,-96.84082,32.947544
250730188,-117.155182,32.824833
191029114,-97.742317,30.215336
195553411,-82.710976,27.497292
246989240,-73.991356,40.742306
33304372,-82.632317,27.77034
218114844,-96.84082,32.947544
202809131,-105.253044,40.000046
191029114,-97.742317,30.215336
252386134,-78.89443,36.001534
212427144,-122.004555,37.383446
130084322,-75.479851,38.525249
236508684,-98.519554,29.560318
212427144,-122.004555,37.383446
202430287,-77.114807,38.840347
80202102,-79.017853,35.940002
207182404,-82.54286,27.338676
252386134,-78.89443,36.001534
236508684,-98.519554,29.560318
195553411,-82.710976,27.497292
252024947,-122.660912,45.518818
46385852,-73.214775,44.46797
249386902,-84.330002,33.77
46385852,-73.214775,44.46797
242010598,-87.754646,41.960842
242010598,-87.754646,41.960842
2529518,-73.987396,40.757156
75533342,-80.841072,35.209305
2529518,-73.987396,40.757156
230166365,-122.330482,47.615704
252527342,-117.158089,32.959549
48489502,0.0,0.0
145077902,-121.978424,37.395042
13577265,-83.091545,40.14925
43029222,-87.679085,41.902996
9538069,-72.814758,41.280254
196403891,-84.422966,33.963352
43029222,-87.679085,41.902996
196403891,-84.422966,33.963352
52544162,-77.087051,38.890526
200896625,-73.995583,40.730335
205086561,-86.52913,36.23042
200896625,-73.995583,40.730335
212033556,-119.189468,35.529751
220007707,-80.59417,28.194103
198123988,-118.389221,33.923645
130697402,-121.258858,38.610905
242010598,-87.754646,41.960842
243374985,-96.37291,30.674038
242010598,-87.754646,41.960842
